rid|hollis|title|outline|vols
W20510|014258185|གསུང་འབུམ། ཙོང་ཁ་པ། ༼མཚོ་སྔོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།༽|O4CZ18573|12
W22106|014258625|གསུང་འབུམ། རིན་ཆེན་གྲུབ། ༼ཞོལ་པར་མ། ལྡི་ལིར་བསྐྱར་པར་བརྒྱབ་པ།༽|O4CZ16925|28
W20382|014258115|བོད་ལྗོངས་ཞིབ་འཇུག|O20382|300
W22274|014258711|གསུང་འབུམ། ཙོང་ཁ་པ། ༼སྡེ་དགེ་པར་མ།༽|O4CZ18222|19
W1KG4616|014256988|གཏེར་ཆོས། བདུད་འདུལ་རྡོ་རྗེ|O1KG4616|8
W1KG2757|014256616|སེར་བྱེས་ཆོས་འབྱུང་ལེགས་བཤད་རྟ་བདུན་བདག་པོའི་འོད་ཟེར།|O1KG2757|2
W29252|014259965|ཕ་བོང་ཁ་པའི་སློབ་མའི་དགག་ལན|O1GS151641|1
W26001|014259488|གསུང་འབུམ། འཇམ་དཔལ་རྒྱ་མཚོ|O1GS151647|1
W1KG8897|014257463|གསུང་འབུམ། ཤཱཀྱ་མཆོག་ལྡན། ༼རྫོང་སར་ཁམས་བྱེའི་གློག་ཀླད་པར་མ།༽|O4CZ21146|24
W26672|014259560|སྔ་འགྱུར་བྱང་གཏེར་ཆོས་སྐོར་ལས་འདོན་ཆའི་སྐོར|O26672|4
W30067|014260594|རྒྱལ་གྱི་ཤྲཱིའམ་རྩིབ་རིའི་གནས་བཤད་དད་གསུམ་འདྲེན་པའི་ཞིང་ས|O1GS152096|1
W1CZ2481|014255353|མདོ་རྒྱུད་ལས་འབྱུང་བའི་གཟུངས་སྔགས་འགའ་ཞིག་བོད་སྐད་དུ་བཀྲོལ་བ་དང་བཅས་པ|O1CZ2481|1
W21974|014258531|རྩ་གསུམ་ཡི་དམ་དགོངས་འདུས།|O21974|19
W1KG8321|014257388|གསུང་འབུམ། ཀརྨ་ཆགས་མེད། ༼གནས་མདོ་དཔེ་རྙིང་ཉམས་གསོ་ཁང་།༽|O1KG8321|60
W1KG5698|014257180|གསུང་འབུམ། ངག་དབང་ཡོན་ཏན་བཟང་པོ|O1KG5698|8
W21295|014258299|རྒྱུད་སྡེ་ཀུན་བཏུས། （སྡེ་དགེ་པར་མ།）|O21295|30
W29227|014259945|གསུང་འབུམ། ཡེ་ཤེས་དཔལ་འབྱོར།|O29227|9
W23445|014258919|བླ་མ་དགོངས་འདུས|O23445|18
W1GS103597|014255443|གསུང་འབུམ། ཡེ་ཤེས་རྒྱལ་མཚན|O1GS103597|27
W1KG406|014256810|དཔལ་གཤེན་བསྟན་ཀླུ་ཕུག་དགོན་གཡུང་དྲུང་བདེ་ཆེན་གླིང་གི་ལོ་རྒྱུས|O1PD126030|1
W1KG10193|014255601|གསུང་འབུམ། འཇིགས་མེད་གླིང་པ།|O4CZ22140|9
W29564|014260030|གསུང་འབུམ། ཡོན་ཏན་མགོན་པོ|O2CN5086|1
W1KG11959|014255771|གསུང་འབུམ། རྣམ་སྣང་རྡོ་རྗེ།|O1KG11959|4
W19975|014254935|གསུང་འབུམ། རྒྱལ་མཚན་དཔལ་བཟང|O00EGS10510|14
W8751|014261106|གཏེར་ཆོས། མཆོག་གྱུར་གླིང་པ|O8751|32
W1PD82465|014257859|ཐང་ལྷ་ཚེ་དབང་ཕྱག་བྲིས་གཅེས་བསྒྲིགས་བཟོ་རིག་མིག་རྒྱན|O1PD82521|1
W00KG01665|014254146|བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༥|O1GS49398|1
W29518|014260020|གངས་ལྗོངས་མདོ་སྨད་གནས་མཆོག་གསུམ་གྱི་གནས་ཡིག་ཕྱོགས་བསྒྲིགས་རྫོགས་ལྡན་འཕྲུལ་གྱི་མེ་ལོང|O1PD83488|1
W1PD83973|014257865|གུ་རུའི་རྟོགས་བརྗོད་པ་ངོ་མཚར་རྒྱ་མཚོའི་འཇིངས་རྣམ།|O1PD84287|1
W1PD83975|014257867|བཀའ་ཐང་གསེར་ཕྲེང|O1PD84288|1
W1PD83974|014257866|བཀའ་ཐང་དྲི་མ་མེད་པའི་རྒྱན|O1PD84289|1
W1PD83972|014257864|གཏེར་སྟོན་བརྒྱ་རྩའི་རྣམ་ཐར|O1PD84290|1
W1CZ1041|014254963|གསུང་ཐོར་བུ། བཅོམ་ལྡན་རིག་པའི་རལ་གྲི|O1PD84303|2
W1PD83963|014257861|བདེ་སྨོན་ཕྱོགས་བསྒྲིགས|O1PD83982|2
W25975|014259477|གསུང་ཐོར་བུ། ཐུབ་བསྟན་ཤེས་རབ་རྒྱ་མཚོ|O1PD86341|1
W1PD86468|014257872|བོད་ཀྱི་ལོ་རྒྱུས་སྤྱི་དོན་པདྨ་རཱ་གའི་ལྡེ་མིག|O1PD86473|1
W1KG5737|014257187|མགོ་ལོག་གི་ཡུལ་སྤྱི་དང་བྱེ་བྲག་ལུགས་གཉིས་ཀྱི་ལོ་རྒྱུས་དང་། སྡེ་དགེ་ཁྲི་ཚོ་དགོན་པ། གཙང་ཉང་སྟོད་སྐྱིད་སྦུག་བྱང་ཆུབ་བསམ་གཏན་གླིང་བཅས་ཀྱི་ལོ་རྒྱུས་མདོར་བསྡུས།|O1PD86477|1
W22389|014258767|གསུང་འབུམ། བསོད་ནམས་ཆོས་འགྲུབ|O1PD86478|5
W23213|014258851|བཻ་རོའི་རྣམ་ཐར་འདྲ་འབག་ཆེན་མོ ༼ལེའུ ༣༩༽|O1PD86505|1
W27524|014259683|དབུས་གཙང་གནས་ཡིག|O1PD86694|1
W23711|014259057|པདྨ་བཀའ་ཐང|O1PD87565|1
W28996|014259872|གསུང་ཐོར་བུ། བློ་གྲོས་རྒྱ་མཚོ|O1PD87836|1
W23712|014259058|བཀའ་ཐང་སྡེ་ལྔ།（འབྲུག་སྤ་གྲོ།）|O1PD88208|1
W1PD83977|014257869|རིན་ཆེན་གཏེར་མཛོད་ཀྱི་དཀར་ཆག་དང་བརྒྱུད་ཡིག་དངོས་གྲུབ་སྒོ་བརྒྱ་འབྱེད་པའི་ལྡེའུ་མིག|O1PD88347|1
W23841|014259173|བཀའ་ཐང་སྡེ་ལྔ། ༼དབུ་མེད།༽|O1PD88793|1
W2DB16423|014260442|མཆོག་སྤྲུལ་འཇམ་དབྱངས་ཆོས་འཕེལ་གྱི་རྣམ་ཐར|O1PD89030|1
W27297|014259594|ཐུགས་རྗེ་ཆེན་པོ་ཚེམ་བུ་ལུགས་ཀྱི་ཆོས་སྐོར།|O1PD89085|1
W23842|014259174|བཀའ་ཐང་དྲི་མ་མེད་པའི་རྒྱན|O1PD89341|1
W1CZ3868|014255394|བཀའ་ཐང་མུན་སེལ་སྒྲོན་མེ|O1PD89433|2
W28732|014259769|གཏེར་ཆོས། བདུད་འཇོམས་གླིང་པ|O1PD89898|21
W28960|014259849|འགོས་ལོ་གཞོན་ནུ་དཔལ་གྱི་རྣམ་ཐར|O1PD90157|1
W14371|014254712|གྲགས་པ་མཐའ་ཡས་ཀྱི་རྣམ་ཐར|O1PD90201|1
W1PD90230|014257949|བླ་བྲང་བཀྲ་ཤིས་འཁྱིལ་གྱི་འགྲིག་ཡིག|O1PD90232|1
W00EGS1017070|014253958|གསུང་འབུམ་། ཀུན་དགའ་བསྟན་པའི་ཉི་མ|O1PD90327|1
W23608|014258983|གསུང་འབུམ། བློ་བཟང་དཔལ་ལྡན་བསྟན་འཛིན་སྙན་གྲགས|O1PD84604|20
W26040|014259503|བོད་ཀྱི་ཁྲིམས་ཡིག་ཆེན་མོ་ཞལ་ལྕེ་བཅུ་དྲུག|O1PD90420|1
W23704|014259050|བོད་ཁྲིམས་ཡིག་སྐོར|O1PD90454|1
W30145|014260654|ཞལ་ལྕེ་ཕྱོགས་བསྡུས།|O1PD90478|1
W24038|014259300|སྡེ་པ་གཙང་པའི་ཁྲིམས་ཡིག་ཞལ་ལྕེ ༡༦ དང་དགའ་ལྡན་ཕོ་བྲང་བའི་ཞལ་ལྕེ ༡༢ སོགས་ཉེར་མཁོ་སྣ་ཚོགས|O1PD90659|1
W2DB25060|014260459|གསུང་འབུམ། འུག་ཡུག་པ་རིགས་པའི་སེངྒེ|O1PD90963|3
W29200|014259932|གསུང་འབུམ། བྱང་ཆུབ་བསྟན་པའི་སྒྲོན་མེ|O1PD91160|5
W23770|014259111|རྒྱལ་རབས་གསལ་བའི་མེ་ལོང|O1PD91443|1
W1KG4285|014256889|བློ་སྦྱོང་སྐོར་ཕྱོགས་བསྒྲིགས།|O1KG4285|2
W19710|014254887|བོད་ཀྱི་རྒྱལ་རབས་གསལ་བའི་མེ་ལོང་།|O1PD91766|1
W29032|014259886|སྒྲ་དང་སྡེབ་སྦྱོར།|O1PD91786|1
W1PD94|014257955|གསུང་འབུམ། འཇིགས་མེད་རིགས་པའི་བློ་གྲོས|O1PD9245|9
W20866|014258264|དཔལ་དགྱེས་པ་རྡོ་རྗེའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་བརྟག་པ་གཉིས་པའི་ཚིག་དོན་རྣམ་པར་འགྲོལ་བ་གཞོམ་མེད་རྡོ་རྗེའི་གསྣག་བ་འབྱེད་པ|O1PD92753|1
W00KG09694|014254544|གྲུབ་མཐའི་རྣམ་བཤད་ཀུན་བཟང་ཞིང་གི་ཉི་མ|O1PD92860|1
W00CHZ0103341|014253174|རྒྱལ་རབས་གསལ་བའི་མེ་ལོང|O1PD92981|1
W12434|014254668|རྒྱ་གར་ཆོས་འབྱུང|O1PD93041|1
W00CHZ0103344|014253806|རྒྱ་ནག་ཆོས་འབྱུང|O1PD93134|1
W00CHZ0103343|014253805|རྒྱ་གར་ཆོས་འབྱུང་།|O1PD93191|1
W00KG09753|014254563|རྒྱ་ནག་ཆོས་འབྱུང་། ༼ཀྲུང་གོའི་བོད་རིག་པ་དཔེ་སྐྲུན་ཁང་།༽|O1PD93244|1
W15274|014254732|ཚད་མ་རྣམ་འགྲེལ་རིགས་མཛོད་ཆེན་མོ|O1PD93283|2
W28979|014259865|རྟ་ནག་རྣམ་འགྲེལ|O1PD93340|1
W00CHZ0103342|014253804|ཐུབ་པའི་དབང་པོའི་སྐྱེས་རབས་གསལ་བར་བརྗོད་པ་བརྒྱ་ལྔ་བཅུ་པ།|O1PD93369|1
W27516|014259676|སྡོམ་གསུམ་གཏན་འབེབས་འཇམ་དབྱངས་བླ་མའི་དགོངས་རྒྱན་གྱི་རྣམ་འགྲེལ་སྐལ་བཟང་མིག་འབྱེད་ཀྱི་གསེར་ཐུར|O1PD93614|1
W19605|014254862|ཚད་མ་རིག་གཏེར་གྱི་འགྲེལ་པ་རིགས་ལམ་རབ་གསལ།|O1PD93708|1
W22180|014258682|ཚད་མ་རིགས་པའི་གཏེར་གྱི་རྩ་བ་དང་འགྲེལ་པ|O1PD93781|1
W23769|014259110|གསུང་ཐོར་བུ། ཀརྨ་བསྟན་འཕེལ|O23769|1
W25247|014259437|ནུབ་བྱང་མི་རིགས་སློབ་གྲྭ་ཆེན་མོའི་བོད་ཡིག་སྡེ་ཁང་ཚུགས་ནས་ལོ་འཁོར་ལྔ་བཅུ་ལོན་པའི་རིགས་གཞུང་དཔྱད་རྩོམ|O25247|1
W27489|014259651|འོད་གསལ་རྡོ་རྗེ་སྙིང་པོའི་རིང་ལུགས་སྔ་འགྱུར་གསང་སྔགས་རྙིང་མ་བ་ཆེན་པོའི་ཕྱག་ལེན་རྣམ་པར་གཞག་པ་ཕྲེང་བ་སྐོར་ལྔ་ལས་ཕྲིན་ལས་ཕྱག་བཞེས་ཀྱི་རྣམ་པར་གཞག་པ་རིན་པོ་ཆེ་ཨིནདྲ་ནཱི་ལའི་ཕྲེང་བ|O27489|1
W30185|014260691|ཚད་མ་རིགས་པའི་གཏེར་གྱི་རྣམ་པར་བཤད་པ་རིགས་པ་མ་ལུས་པ་ལ་འཇུག་པའི་སྒོ|O1PD94106|1
W1CZ1871|014255260|གསུང་ཐོར་བུ།  གཞོན་ནུ་བློ་གྲོས|O1PD94164|1
W1PD83960|014257860|གསུང་འབུམ། ཤེས་བྱ་ཀུན་རིག|O1PD94165|10
W26625|014259555|དབུ་མ་ལ་འཇུག་པའི་རྣམ་བཤད་དཔལ་ལྡན་དུས་གསུམ་མཁྱེན་པའི་ཞལ་ལུང་དྭགས་བརྒྱུད་གྲུབ་པའི་ཤིང་རྟ|O1PD95156|1
W1KG2778|014256620|ཚད་མ་རིགས་གཞུང་རྒྱ་མཚོ|O1PD95368|2
W8027|014261061|མངོན་པ་མཛོད་ཀྱི་འགྲེལ་ཆེན་གྲུབ་བདེའི་དཔྱིད་འཇོ|O1PD95403|2
W00KG09761|014254567|བྱ་རུང་ཁ་ཤོར་གྱི་ལོ་རྒྱུས|O1PD95525|1
W1PD53260|014257831|གྲུབ་མཐའ་རྩ་བ་གདོང་ལྔའི་སྒྲ་དབྱངས་ཀྱི་འགྲེལ་པ་ཁག་གསུམ།|O1PD95567|1
W1KG852|014257401|འབྲས་ལྗོངས་སུ་དེང་རབས་བོད་ཀྱི་བླ་མ་རྣམས་ཀྱིས་མཛད་པ་དང་རྣམ་ཐར་བསྡུས་པ|O1PD95669|1
W1KG10375|014255620|གསུང་འབུམ། ཚུལ་ཁྲིམས་རྒྱལ་མཚན།|O1KG10375|13
W18609|014254821|ཡར་ལུང་ཇོ་བོའི་ཆོས་འབྱུང|O1PD96111|1
W22026|014258566|མི་ཉག་མཁས་དབང་ལྔའི་རྣམ་ཐར་།|O1PD96186|1
W23449|014258923|རིག་འཛིན་གདུང་སྒྲུབ་ཀྱི་ཆོས་སྐོར|O1GS129994|1
W13532|014254684|གསུང་འབུམ། དཀོན་མཆོག་རྒྱ་མཚོ|O1PD96398|1
W19567|014254859|གསུང་འབུམ། བློ་གྲོས་རྒྱ་མཚོ|O1PD96455|1
W30086|014260607|གུང་ཐང་བློ་གྲོས་རྒྱ་མཚོའི་བློ་རྟགས་ཀྱི་མཆན་འགྲེལ།|O1PD96461|1
W20138|014258066|བོད་རིག་པའི་དཔྱད་གླེང་གྲོག་ཆུ་ཕྲ་མོའི་སྟངས་སྟབས|O1PD96462|1
W21623|014258365|ཚད་མ་རྣམ་འགྲེལ་གྱི་ལེའུ་བཞིའི་ཊཱི་ཀ|O1PD96463|1
W1GS58442|014255494|གཏེར་འབྱུང་ཆེན་མོ་དང་དྲི་བ་རྣམ་པར་རྒྱལ་བའི་ཁང་བཟང་སོགས|O1GS58442|1
W1KG1597|014256323|འཕན་ཡུལ་ནཱ་ལེནྡྲ་དགོན་པའི་ལོ་རྒྱུས|O1PD90380|1
W23753|014259095|རྡོ་རྗེ་ཕུར་པ་སྤུ་གྲི་རེག་གཅོད་སྐོར|O1GS133277|1
W28933|014259832|ཚད་མ་རིག་པའི་སྤྱི་དོན་རིགས་གཞུང་རྒྱ་མཚོའི་འཇུག་ངོགས|O1PD96599|1
W21847|014258466|མདོ་མཁྱེན་བརྩེ་ཡེ་ཤེས་རྡོ་རྗེའི་རྣམ་ཐར|O1PD96600|1
W1KG3655|014256711|འཇའ་ཚོན་པོད་དྲུག|O1KG3655|6
W1PD96997|014257987|གསུང་འབུམ། བསམ་གཏན་རྒྱ་མཚོ།|O1PD97012|6
W1PD2074|014257792|གསུང་འབུམ། གཞན་ཕན་ཆོས་ཀྱི་སྣང་བ།|O1PD2074|6
W1PD5302|014257825|གྲོ་ཚང་བོད་རིགས་ཀྱི་བྱུང་བ་བརྗོད་པ|O1PD97421|1
W21617|014258361|གསུང་འབུམ། རོང་ཟོམ་ཆོས་ཀྱི་བཟང་པོ|O1PD97422|2
W1PD88780|014257878|བཀའ་ཐང་སྡེ་ལྔ།（ཞོལ་པར་གསར།）|O1PD97499|1
W20030|014258011|མག་སར་པཎྜི་ཏ་སྐུ་ཕྲེང་རིམ་བྱོན་གྱི་རྟོགས་བརྗོད་ཤེལ་དཀར་ཕྲེང་བ།|O1PD98508|1
W1KG3372|014256656|ཆབ་མདོ་བྱམས་པ་གླིང་གི་གདན་རབས།|O1PD98509|1
W2CZ6653|014260179|གཏེར་བདག་གླིང་པའི་གསང་རྣམ|O1PD98512|1
W19680|014254879|རྩོམ་ཡིག་གསེར་གྱི་སྦྲམ་བུ|O1PD98521|3
W27919|014259737|ཨ་མདོ་རྭ་རྒྱའི་བཀའ་འགྱུར་གྱི་དཀར་ཆག|O1PD98542|1
W22024|014258565|གྲྭ་ས་ཆེན་པོ་བཞི་དང་རྒྱུད་པ་སྟོད་སྨད་ཆགས་ཚུལ་པད་དཀར་འཕྲེང་བ|O1GC559|1
W00KG05881|014254484|གཟིམས་ཕུག་ཨོ་རྒྱན་ཆོས་གླིང་གི་བྱུང་བ|O1PD99177|1
W20559|014258206|གཏམ་གྱི་ཚོགས་ཐེག་པའི་རྒྱ་མཚོ|O1PD99199|1
W29549|014260023|གྲུབ་ཆེན་ཨོ་རྒྱན་པའི་རྣམ་ཐར་ཉུང་ངུ་རྣམ་གསལ།|O2CN11|1
W10319|014254618|བཀའ་གདམས་ཆོས་འབྱུང|O2CN1391|1
W1PD127348|014257713|འབུམ།（ལ་དྭགས་ཝཾ་ལེར་བཞུགས་པའི་དབུ་ཅན་བྲིས་མ།）|O1VI1|12
W27319|014259615|ཀརྨ་པཀྴིའི་རང་རྣམ་དང་སྤྱི་ལན་རིང་མོ།|O2CN1624|1
W00KG09769|014254573|བོད་ཀྱི་ཆོས་བརྒྱུད་ཁག་གི་ཆོས་འབྱུང་དང་ལྟ་གྲུབ་མདོར་བསྡུས།|O2CN1641|1
W11825|014254652|བོད་ཀྱི་རིག་གནས་དང་ལོ་རྒྱུས་ཀྱི་རེའུ་མིག|O2CN1664|1
W22933|014258789|གསུང་འབུམ། ཀརྨ་ཆགས་མེད། ༼སི་ཁྲོན་ཞིང་ཆེན་མི་རིགས་ཞིབ་འཇུག་སུའོ་བོད་ཀྱི་རིག་གནས་ཞིབ་འཇུག་ཁང་།༽|O22933|49
W29660|014260067|བཤེས་པའི་སྤྲིང་ཡིག་དང་དེ་ཡི་འགྲེལ་པ་པདྨ་དཀར་པོའི་ཕྲེང་བ།|O2CN2027|1
W1KG4237|014256853|བཤེས་པའི་སྤྲིང་ཡིག་གི་བཀའ་ཁྲིད།|O2CN2098|1
W29517|014260019|འབྲུག་པ་ཀུན་ལེགས་ཀྱི་རྣམ་ཐར།|O2CN2210|1
W00EGS1017102|014253962|རྫོང་ཆོས་ཆོས་འབྱུང་བདུད་རྩིའི་ཟིལ་མངར།|O2CN258|1
W1KG5666|014257177|ལེགས་སྦྱར་དང་མར་མེ་སྨོན་ལམ།|O2CN2673|1
W23605|014258980|གདམས་ངག་མཛོད།|O20877|18
W21493|014258303|འཇམ་དཔལ་མཚན་བརྗོད་སྐད་ཡིག་གསུམ་འདུས།|O2CN338|1
W1CZ1980|014255278|འབྲུག་པ་ཀུན་ལེགས་ཀྱི་གསུང་ཐོར་བུ།|O2CN3482|1
W1KG4232|014256849|བཀའ་བརྒྱུད་ཆོས་འབྱུང་ནོར་བུའི་ཕྲེང་བ།|O2CN370|1
W22130|014258646|གསུང་འབུམ། བཞད་པའི་རྡོ་རྗེ།|O2CN3891|13
W294|014259997|གསུང་འབུམ། ངག་དབང་བློ་བཟང་རྒྱ་མཚོ|O4CZ17517|25
W1PD45150|014257808|གསུང་འབུམ། ཚོགས་དྲུག་རང་གྲོལ|O2CN5227|10
W28948|014259838|གསུང་འབུམ། བློ་བཟང་འཕྲིན་ལས།|O2CN5334|8
W25095|014259389|བོད་ཀྱི་བོན་དགོན་ཁག་གི་ལོ་རྒྱུས་དང་ད་ལྟའི་གནས་བབ|O1GS54182|1
W00EGS1016299|014253840|གསུང་འབུམ། དྲི་མེད་འོད་ཟེར། ༼སྡེ་དགེ་པར་མ།༽|O2CN6700|5
W2CZ7870|014260220|ཨོ་རྒྱན་པའི་རྣམ་ཐར་ཚིགས་བཅད་མ།|O2CN7|1
W16936|014254770|གསུང་འབུམ། བློ་བཟང་བཤད་སྒྲུབ་རྒྱ་མཚོ།|O2CN9183|6
W12829|014254678|གསུང་ཐོར་བུ། དྲི་མེད་འོད་ཟེར།（ཨ་འཛོམ་པར་མ། ལྡི་ལིར་བསྐྱར་པར་བརྒྱབ་པ།）|O2CN9315|2
W00EGS1017144|014253970|མཁས་གྲུབ་སྦྱིན་པ་དར་རྒྱས་ཀྱི་གསུང་རྩོམ་ཕྱོགས་བསྒྲིགས།|O00EGS1017144|1
W1CZ895|014255425|གསུང་འབུམ་། ཐོགས་མེད་བཟང་པོ་དཔལ།|O1CZ895|1
W1JM1|014255556|གསུང་རྩོམ། ཚེ་བརྟན་ཕུན་ཚོགས|O1JM1|1
W1KG4185|014256811|གསུང་འབུམ། འཇམ་དཔལ་ནོར་བུ།|O1KG4185|3
W1KG5005|014257052|གོང་ས་སྐྱབས་མགོན་ཆེན་པོ་མཆོག་ནས་སྩལ་བའི་བཀའ་སློབ་ཕྱོགས་བསྡེབས|O1KG5005|3
W1KG5560|014257157|ས་སྐྱོང་འབུར་བའི་གདུང་རབས་ལས་འཕྲོས་པའི་འབྲོག་སྡེ་ཆེན་པོ་སྤོ་རོང་གི་བྱུང་བ་བརྗོད་པ་དྭངས་གསལ་མེ་ལོང|O1KG5560|2
W1KG5814|014257203|ཤེས་རབ་སྒྲོན་མེའི་འོད་སྣང|O1KG5814|2
W1KG1132|014255701|གསུང་འབུམ། དཀོན་མཆོག་རྒྱལ་མཚན|O2CZ6446|11
W11128|014254640|གསུང་འབུམ། བློ་བཟང་དོན་གྲུབ|O2CZ6663|2
W1KG1321|014256027|གསུང་འབུམ། ངག་དབང་བློ་བཟང་ཆོས་ལྡན|O2CZ6782|7
W21810|014258449|ལས་རབ་གླིང་པའི་གཏེར་ཆོས།|O21810|17
W676|014261023|གསུང་འབུམ། རྒྱལ་ཚབ་རྗེ། ༼ཞོལ་པར་མ།༽|O2CZ7509|8
W384|014260855|གསུང་འབུམ། མཁས་གྲུབ་རྗེ། （ཞོལ་པར་མ། ལྡི་ལིར་བསྐྱར་པར་བརྒྱབ་པ།）|O2CZ7571|12
W9140|014261123|གསུང་འབུམ། དྷརྨ་ཤྲཱི|O2CZ9798|20
W21027|014258290|གསུང་འབུམ། བློ་བཟང་ཆོས་འབྱོར་ལྷུན་གྲུབ|O2DB1|3
W27307|014259604|མུ་ལི་ཆོས་འབྱུང|O2DB100262|1
W28951|014259840|བོད་ཀྱི་ལོ་རྒྱུས་གླེང་བའི་གཏམ|O2DB100283|1
W00KG08|014254508|བོད་ཀྱི་ལོ་རྒྱུས་སྤྱི་དོན་ཀུན་གསལ་ནོར་བུའི་མེ་ལོང|O2DB100404|1
W1KG10294|014255619|རྒྱ་བོད་མཁས་གྲུབ་རིམ་བྱོན་གྱི་རྣམ་ཐར་ཕྱོགས་བསྒྲིགས།|O1KG10294|12
W1KG1891|014256591|བོད་རིག་པ་སྤྱི་བཤད|O2DB100711|1
W00KG03673|014254392|དབལ་ཤུལ་གསེར་རྟའི་ལོ་རྒྱུས་དང་འབྲེལ་བའི་གཏམ|O2DB101294|1
W19834|014254907|ཅོ་ནེའི་ལོ་རྒྱུས|O2DB101327|1
W30305|014260725|དབུ་མ་ལ་འཇུག་པའི་སྤྱི་དོན་དགོངས་པ་རབ་གསལ་གྱི་རྒྱན|O2DB101622|1
W2DB25429|014260466|རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ་པཎ་ཆེན་ཤནྟི་པ་བློ་གྲོས་རྒྱལ་མཚན་གྱིས་མཛད་པ་།|O2DB101658|2
W25113|014259400|ནག་བཟའ་སྡེ་བ་དང་ཤ་བྲང་དགོན་པའི་ལོ་རྒྱུས་ཕྱི་རབས་གཞོན་ནུའི་རྣ་རྒྱན|O2DB102044|1
W25250|014259438|སངས་རྒྱས་གཡུང་དྲུང་བོན་གྱི་ཞལ་འདོན་དང་ལོ་རྒྱུས་ཉུང་བསྡུས་ཞང་ཞུང་སྙིང་ཏིག|O2DB102082|1
W19998|014254944|རྨ་འགྲམ་རྡོ་རྗེ་བྲག་གི་ལོ་རྒྱུས|O2DB102198|1
W21634|014258370|དཔལ་གྱི་ཆོས་སྡེ་ཆེན་པོ་བཀྲ་ཤིས་ལྷུན་པོ|O2DB102429|1
W1CZ2413|014255345|སྣར་ཐང་ཆོས་སྡེའི་ལོ་རྒྱུས|O2DB102575|1
W27311|014259608|བོད་ཀྱི་ཆོས་སྲིད་ཟུང་འབྲེལ་སྐོར་བཤད་པ|O2DB102913|1
W00KG09507|014254532|བོད་ཀྱི་ལོ་རྒྱུས་རིག་གནས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས། ༢༧|O2DB102948|1
W1KG5327|014257114|གཏེར་ཆེན་པདྨ་གླིང་པའི་གཏེར་བྱོན་རྩ་གསུམ་ཆོས་སྲུང་དང་བཅས་པའི་སྒྲུབ་ཐབས་གཅེས་བཏུས|O1KG5327|1
W29193|014259925|གསུང་འབུམ། ཙོང་ཁ་པ།（བཀྲས་ལྷུན་པར་རྙིང་། དྷ་སར་བསྐྱར་པར་བརྒྱབ་པ།）|O2DB2379|18
W20823|014258232|ཁ་གྱའི་སྒར་རྙིང་དགོན་དང་ཁ་གྱ་སྤྱིའི་ལོ་རྒྱུས|O2DB26350|1
W2DB25436|014260470|རོགས་འཐེན|O2DB30087|1
W29272|none|གསུང་འབུམ། ངག་དབང་གསུང་རབ་མཐུ་སྟོབས|O2DB3352|2
W5832|014260977|གསུང་འབུམ། ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ|O2DB36335|5
W21857|014258473|གསུང་འབུམ། ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ|O2DB36341|6
W1KG4280|014256885|གསུང་འབུམ། པདྨ་ཉིན་བྱེད་དབང་པོ།|O1KG4280|3
W22203|014258698|གསུང་འབུམ། སྐལ་བཟང་ཐུབ་བསྟན་དབང་ཕྱུག|O2DB4109|5
W30303|014260723|གསུང་འབུམ། དབང་ཆེན་དགྱེས་རབ་རྡོ་རྗེ|O2DB4487|3
W23921|014259231|ཐང་སྟོང་སྙན་བརྒྱུད།|O2DB45175|2
W29035|014259887|གསུང་འབུམ། རོལ་པའི་རྡོ་རྗེ། （དྷ་རམ་ས་ལ།）|O29035|8
W30442|014260791|དཀྱིལ་གྲྭ་དཀའ་ཆེན་པདྨའི་བརྡ་དག་ཕྱོགས་བསྒྲིགས།|O2DB4631|1
W1KG5727|014257184|བོད་ཀྱི་ལོ་རྒྱུས་དོན་ཆེན་རེའུ་མིག|O2DB4632|1
W19220|014254831|བོད་ཀྱི་གལ་ཆེའི་ལོ་རྒྱུས་ཡིག་ཆ་བདམས་བསྒྲིགས|O2DB4633|1
W1KG3537|014256691|པདྨ་དབང་ཆེན་བསྟན་འཛིན་ཕྲིན་ལས་ཀྱི་རྟོགས་བརྗོད|O2DB4734|1
W23893|014259204|གསུང་འབུམ། ཚོགས་དྲུག་རང་གྲོལ|O2DB55235|14
W20479|014258177|གསུང་འབུམ། བློ་བཟང་ཚུལ་ཁྲིམས་བསྟན་པའི་རྒྱལ་མཚན།|O2DB576|4
W1PD95675|014257956|ཀན་སུའུ་དང་མཚོ་སྔོན་ཞིང་ཆེན་ཁོངས་ཀྱི་བོད་བརྒྱུད་ནང་བསྟན་གྱི་དགོན་སྡེ།|O1PD95790|1
W7972|014261060|ཆོས་འབྱུང་མེ་ཏོག་སྙིང་པོ་སྦྲང་རྩིའི་བཅུད|O2DB5786|1
