set|hollis-id|title|locator|pub|author|isbn|tbrc-rid
tibetan.other.xml|000315834-9|History of Buddhism in India /translated by Rigzin Lundup.||Patna :K. P. Jayaswal Research Institute,1971.|Tāranātha,Jo-naṅ-pa,1575-||
tibetan.other.xml|000316478-0|Atiśa's "Juwelenkranz des Bodhisattva" /im tibetischen Originaltext herausgegeben, ins Deutsche übersetzt und mit Anmerkungen versehen von Geshe Lobsang Dargyay.|83189253 /SA|Rikon :Tibet-Institut ;Zürich :Vertrieb, Libresso,1978.|Atīśa,982-1054.|3720600009|
tibetan.other.xml|000316479-9|Geistliche Titel und Bezeichnungen in der Hierarchie des tibetischen Klerus unter besonderer Berücksichtigung der Ge-lug-pa-Schule /Ursula Baumgardt.|83184323|Rikon :Tibet-Institut,[1977]|Baumgardt, Ursula.||
tibetan.other.xml|000316567-1|Die Legende von den sieben Prinzessinnen (Saptakumārikā-Avadāna) in der poetischen Fassung von Guhyadatta/Gopadatta aufgrund der tibetischen Übersetzung /herausgegeben, übersetzt und bearbeitet von Lobsang Dargyay.|85144492|Wien :Arbeitskreis für Tibetische und Buddhistische Studien, Universität Wien,1978.|Gopadatta.||
tibetan.other.xml|000316891-3|Ein Tibetisches Wunschgebet um Wiedergeburt in der Sukhāvatī /ediert, übersetzt und kommentiert von Peter Schwieger.|84198655 //r90|St. Augustin :VGH Wissenschaftsverlag,1978.|Karma-chags-med,Gnas-mdo,1610-1678.|3882800054|
tibetan.other.xml|000317296-1|The secret deliverance of the Sixth Dalai Lama /as narrated by Dharmatāla ; edited from the Hor chos-'byuṅ by Dharmatāla and translated into English ; with an introduction and comments by Piotr Klafkowski.||Wien :Arbeitskreis für Tibetische und Buddhistische Studien, Universität Wien,1979.|Dharmatāla.||
tibetan.other.xml|000317647-9|Prince Jiṅ-gim's textbook of Tibetan Buddhism :the Śes-bya rab-gsal (Jñeya-prakāśa) /by ʾPhags-pa Blo-gros rgyal-mtshan dPal-bzaṅ-po of the Sa-skya-pa ; translated and annotated by Constance Hoog.||Leiden :E.J. Brill,1983.|ʾPhags-pa Blo-gros-rgyal-mtshan,1235-1280.|9004068783|
tibetan.other.xml|000317850-1|Die Sprache der Rang Pas von Garhwal :(Raṅ Po Bhāsa) : Grammatik, Texte, Wörterbuch /Claus Peter Zoller.|83160743|Wiesbaden :Harrassowitz,1983.|Zoller, Claus Peter.|3447022299|
tibetan.other.xml|000317863-3|Die tibetische Version des Papageinbuches /[übersetzt von] Silke Herrmann.||Sankt Augustin :VGH Wissenschaftsverlag,1932.||388280016X|
tibetan.other.xml|000318243-6|Catalogue du Kanjur tibétain de l'édition de ʾJang Sa-tham /Yoshiro Imaeda.|83182101 //r862|Tokyo :International Institute for Buddhist Studies,1982-1984.|||
tibetan.other.xml|000319556-2|Catalogue of the Mongolian Tanjur.|83900941|New Delhi :International Academy of Indian Culture,1982.|||
tibetan.other.xml|000321854-6|Catalogue of the Peking Tanjur.|83906495 /SA/r89|New Delhi :International Academy of Indian Culture,1983.|||
tibetan.other.xml|000322170-9|Chants attribués à Tsang Yang Gyatso, sixième Dalaï Lama :contribution à l'étude de la littérature tibétaine /[commentés par] Philippe van Heurck.|85102359|Rikon [Switzerland] :Tibet-Institut,[1984]|Heurck, Philippe van.|3720600114 :|
tibetan.other.xml|000322335-3|Die Unbearbeiteten Peking-Inschriften der Franke-Lauferschen Sammlung /Rainer von Franz.|84194377|Wiesbaden :O. Harrassowitz,1984.||3447023384 (Deut. Bibl.)|
tibetan.other.xml|000322399-X|Die buddhistische Briefliteratur Indiens :nach dem tibetischen Tanjur /herausgegeben, übersetzt und erläutert von Siglinde Dietz.|85171142 //r86|Wiesbaden :Harrassowitz,1984.||3447023031|
tibetan.other.xml|000322435-X|Documenta barbarorum :Festschrift für Walther Heissig zum 70. Geburtstag /herausgegeben von Klaus Sagaster und Michael Weiers.||Wiesbaden :O. Harrassowitz,1983.||3447024267|
tibetan.other.xml|000322468-6|Glo skad :a material of a Tibetan dialect in the Nepal Himalayas /edited by Hajime Kitamura with the collaboration of Kalsang Namgyal, Kalsang Lhawang, Michiyo Hoshi.|90192169|[Tokyo] :Institute for the Study of Languages and Cultures of Asia and Africa,1977.|||
tibetan.other.xml|000322878-9|Chinese studies on Tibetan culture :a facsimile reproduction of the Kʻang-Tsang Yen-Chiu Yüen-Kʻan (Hsikʻang-Tibet Research Monthly) /edited with an introduction and indexes by Josef Kolmas ; foreword by Lokesh Chandra.||New Delhi :International Academy of Indian Culture,1983.|||
tibetan.other.xml|000324328-1|Gilgit manuscripts /edited by Nalinaksha Dutt, with the assistance of D.M. Bhattacharya and Shivnath Sharma.||Delhi, India :Sri Satguru Publications :Distributed by Indian Books Centre,1984.|||
tibetan.other.xml|000324855-0|Guide de conversation tibétaine /par Rose Tomulic.|85124971|Paris :Arc-en-ciel,1983-|Tomulic, Rose.|2904688021 (v. 1)|
tibetan.other.xml|000327301-6|The Tibetan indexes (dkar chag) to the collected works (bkaʹ ʹbum) of A kya Gsaṅ ʹdzin rdo rje /Helmut Eimer.||Tokyo :Reiyukai Library,1980.|Eimer, Helmut.||
tibetan.other.xml|000330988-6|The torch of certainty /Jamgon Kongtrul ; translated from the Tibetan by Judith Hanson ; foreword by Chögyam Trungpa.|76053359|Boulder :Shambhala,1977.|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.|0877731012|
tibetan.other.xml|000332816-3|Lehrbuch der klassischen tibetischen Schriftsprache :mit Lesestücken und Glossar /von Michael Hahn.||Bonn :M. Hahn,1974.|Hahn, Michael,1941-||
tibetan.other.xml|000337612-5|Das Yogaśata :ein Zeugnis altindischer Medizin in Sanskrit und Tibetisch /herausgegeben und übersetzt mit Anmerkungen und Indices von Heinz Helmuth Michael Schmidt.||Bonn :[H.H.M. Schmidt],1978.|||
tibetan.other.xml|000338284-2|A dictionary of Tibetan and English /by Alexender Csoma de Koros ; assisted by Sangs-Rgyas Phun-Tshogs.||New Delhi :Cosmo,1978.|Kőrösi Csoma, Sándor,1784-1842.||
tibetan.other.xml|000347227-2|The life and teachings of Geshé Rabten :a Tibetan Lama's search for truth /translated and edited by B. Alan Wallace.|79042715 //r892|London ;Boston :Allen &amp; Unwin,1980.|Rabten,Geshe.|0049220306 :|
tibetan.other.xml|000351911-2|Ancient Bhutan :a study on early Buddhism in the Himalayas /Blanche C. Olschak.||Zurich :Swiss Foundation for Alpine Research,1979.|Olschak, Blanche Christine.|3855151016|
tibetan.other.xml|000355176-8|The Hevajra Tantra;a critical study,by D. L. Snellgrove.|60000282|London,New York,Oxford University Press,1959.||0197135161|
tibetan.other.xml|000366092-3|Modern spoken Tibetan, Lhasa dialect /by Melvyn C. Goldstein and Nawang Nornang.||Kathmandu, Nepal :Ratna Pustak Bhandar,1978.|Goldstein, Melvyn C.||
tibetan.other.xml|000366106-7|Tibetan-English dictionary of modern Tibetan /Melvyn C. Goldstein, editor.||Kathmandu, Nepal :Ratna Pustak Bhandar,1978.|||
tibetan.other.xml|000385363-2|Concise Limbu grammar and dictionary /A. Weidert, B. Subba.||Amsterdam :Lobster Publications,1985.|Weidert, Alfons.|9071299015|
tibetan.other.xml|000394643-6|Selected works of the Dalai Lama III :essence of refind gold /commentary by H.H. the Dalai Lama XIV ; compiled, edited, and translated by Glenn H. Mullin ; illustrations by Kevin Rigby ; assistant editors, Sidney Piburn, Anne Kandt, and Christine Cox.|85008359 //r86|Ithaca, N.Y., U.S.A. :Snow Lion,1985.|Bsod-nams-rgya-mtsho,Dalai Lama III,1543-1588.|0937938297 (pbk.) :|
tibetan.other.xml|000394801-3|Selected works of the Dalai Lama II :tantric yogas of Sister Niguma /compiled, edited, and translated by Glenn H. Mullin ; in accordance with instructions received from Do-boom Tul-ku ... [et al.] ; assistant editors, Christine Cox, Stevan Fruitman, and Sidney Piburn ; illustrations by Saki Takezawa ; [foreword by A.L. Basham ; preface by Zasep Tulku Rinpoche].|85040081 //r862|Ithaca, N.Y., USA :Snow Lion,1985.|Dge-ʾdun-rgya-mtsho,Dalai Lama II,1476-1542.|0937938289 (pbk.) :|
tibetan.other.xml|000399611-5|The doctrine of Buddhism /by Lobsang Gyatso.|85900816|McLeod Ganj, District Kangra, H.P., India :Translation and Publications Bureau of the Buddhist School of Dialectics,1983-|Blo-bzaṅ-rgya-mtsho,Phu-khaṅ Dge-bśes.||
tibetan.other.xml|000402755-8|Food in Tibetan life /Rinjing Dorfe ; illustrated by the author ; Tibetan script by T.G. Dhongthong.|gb 86025864|London :Prospect,1985.|Dorfe, Rinjing.|090732522X (cased)|
tibetan.other.xml|000405820-8|Schutz vor den Naturgefahren :tibetische Ritualtexte aus dem Rin chen gter mdzod /[ediert, übersetzt und kommentiert von Christa Klaus].|86158349|Wiesbaden :Harrassowitz,1985.|Koṅ-sprul Blo-gros-mthaʼ-yas,1813-1899.|3447025492|
tibetan.other.xml|000412431-6|Opening the eye of new awareness /Tenzin Gyatso, the fourteenth Dalai Lama ; translated by Donald S. Lopez, Jr., with Jeffrey Hopkins.|gb 85032735|London :Wisdom Publications,1985.|Bstan-ʾdzin-rgya-mtsho,Dalai Lama XIV,1935-|0861710363 (pbk) :|
tibetan.other.xml|000430079-3|Die grosse Geschichte des tibetischen Buddhismus nach alter Tradition rNiṅ maʾi čhos ʾbyuṅ čhen mo /[Vorbemerkungen von] R.O. Meisezahl.||Sankt Augustin :VGH Wissenschaftsverlag,1981.|Ñaṅ-ral Ñi-ma-ʾod-zer,1124-1192.|3882800216|
tibetan.other.xml|000438250-1|Grundlagen tibetischer Heilkunde :nach dem Buche rGyud bźi /von Elisabeth Finckh.|75595670|Uelzen :Medizinisch Literarische Verlagsgesellschaft,c1975-c1985.|Finckh, Elisabeth.||
tibetan.other.xml|000442032-2|Index to the Saddharmapuṇḍarīkasūtra :Sanskrit, Tibetan, Chinese /editor, Yasunori Ejima ; co-editors, Rentarō Ikeda ... [et al.].|86142151|Tokyo :Reiyukai :Distributed by Hotoke no Sekaisha,1985-||4892988014 (fasc. 1) :|
tibetan.other.xml|000442452-2|Hastapūjāvidhi-Texte :der Handritus im anuttarayogischen Kult des Götterpaares Cakrasambara und Vajravārāhī /[herausgegeben von R.O. Meisezahl.||Sankt Augustin :VGH Wissenschaftsverlag,1985.|Śāśvatavajra,active 12th century.|3882800259|
tibetan.other.xml|000446802-3|A Tibetan eye-view of Indian philosophy /being translation of Grub mthaʾ shel gyi me long of Thuʾu-bkwan Blo-bzang Chos-kyi-nyi-ma ; with introduction and notes by Kewal Krishan Mittal in collaboration with Lama Jamspal.|85901240|New Delhi :Munshiram Manoharlal,1984.|Blo-bzaṅ-chos-kyi-ñi-ma,Thuʾu-bkwan III,1737-1802.||
tibetan.other.xml|000461881-5|Introductory debate in Tibetan Buddhism /Daniel Perdue.|85902062 //r87|Dharamshala, India :Library of Tibetan Works &amp; Archives,[1980], c1976.|Perdue, Daniel.||
tibetan.other.xml|000464802-1|Tantric and Taoist studies in honour of R.A. Stein /edited by Michel Strickmann.|84173771|Bruxelles :Institut belge des hautes études chinoises :Distributeur, Office international de librairie,1981-||2801701904 (set)|
tibetan.other.xml|000466602-X|Tāranātha's Bkaʼ babs bdun ldan :the seven instruction lineages /by Jo-nang Tāranātha ; translated and edited by David Templeman.|85901440|Dharamsala :Library of Tibetan Works &amp; Archives,c1983.|Tāranātha,Jo-naṅ-pa,1575-||
tibetan.other.xml|000469528-3|The Mollas of Mustang :historical, religious, and oratorical traditions of the Nepalese-Tibetan borderland /by David P. Jackson.|85902047|Dharamsala :Library of Tibetan Works &amp; Archives,1984.|Jackson, David Paul.||
tibetan.other.xml|000484024-0|Erzählungen und Dialekt der Drokpas aus Südwest-Tibet /Monika Kretschmar.|86151516|Sankt Augustin :VGH Wissenschaftsverlag,1986.|Kretschmar, Monika.|3882800267|
tibetan.other.xml|000485592-2|Das Mṛgajātaka (Haribhaṭṭajātakamālā XI) :Studie, Texte, Glossar /von Michael Hahn und Konrad Klaus.||Bonn :Indica et Tibetica Verlag,1983.|Haribhaṭṭa.|3923776020|
tibetan.other.xml|000490375-7|Sources for the history of Bhutan /Michael Aris.||Wien :Arbeitskreis für Tibetische und Buddhistische Studien, Universität Wien,1986.|Aris, Michael.||
tibetan.other.xml|000501816-1|Atīśa and Tibet :life and works of Dīpamkara Śrījñāna in relation to the history and religion of Tibet /with Tibetan sources translated under Lama Chimpa.||Delhi :Motilal Banarsidass,1981.|Chattopadhyaya, Alaka.||
tibetan.other.xml|000510325-8|New English-Tibetan dictionary =Dbyin Bod śan sbyar gyi tshig mdzod gsar bsgrigs /Norbu Chophel.|85903665 /SA|Dharamsala, India :Norbu Chophel,c1985.|Norbu Chophel.||
tibetan.other.xml|000516020-0|Prajñāvarman's Udānavargavivaraṇa :transliteration of its Tibetan version (based on the xylographs of Chone/Derge and Peking) /by Michael Balk.||Bonn :Indica et Tibetica Verlag,1984.|Prajnāvarman.|392377608X|
tibetan.other.xml|000550318-3|Indian Buddhist pandits from "The jewel garland of Buddhist history" /translated from the Tibetan by Losang Norbu Tosonawa.|85904704|[Dharamsala] :Library of Tibetan Works &amp; Archives,[1984]|||
tibetan.other.xml|000554829-2|Chanting the names of Mañjuśrī :the Mañjuśrīnāma-saṃgīti, Sanskrit and Tibetan texts /translated, with annotation &amp; introduction by Alex Wayman.|83002309|Boulder, CO :Shambala ;New York :Distributed in U.S. by Random House,1985.||0877737711 :|
tibetan.other.xml|000555177-3|Liebeslieder des VI. Dalai Lama /Tshangs dbyangs rgya mtsho ; aus dem Tibetischen übersetzt, mit Anmerkungen und einem Nachwort versehen von Dieter Back.||Freiburg i. Br. :Mersch,c1986.|Tshaṅs-dbyaṅs-rgya-mtsho,Dalai Lama VI,1683-1706.|3922156282|
tibetan.other.xml|000574261-7|The six preparatory practices adorning the Buddha's sublime doctrine /by Ngag-dbang Chos-ʾbyor ; translated by Losang C. Ganchenpa &amp; Karma Lekshe Tsomo.|85903674|Dharamsala :Library of Tibetan Works &amp; Archives,c1984.|Ngag-dbang Chos-ʾbyor.||
tibetan.other.xml|000579721-7|Culture and society in Ladakh /S.H. Ribbach ; translated from German by John Bray.|86900319|New Delhi :Ess Ess Publications,1986.|Ribbach, S. H.(Samuel H.)|8170000114|
tibetan.other.xml|000580401-9|Durlabha Bauddha grantha śodha patrikā =A review of rare Buddhist texts.|90649645|Sāranātha, Vārāṇasī :Durlabha Bauddha Grantha Śodha Yojanā, Kendrīya Ucca Tibbatī Śikshā Saṃsthāna,c1986-|||
tibetan.other.xml|000581106-6|Nāgārjuna's Ratnāvalī /by Michael Hahn.||Bonn :Indica et Tibetica Verlag,1982-1990.|Nāgārjuna,active 2nd century.||
tibetan.other.xml|000581380-8|The life and teaching of Náropa :translated from the original Tibetan with a philosophical commentary based on the oral transmission /by Herbert V. Guenther.|85027947 //r86|Boston :Shambhala,1986, c1963.|Guenther, Herbert V.|0877733562 (pbk.) :|
tibetan.other.xml|000592588-6|Tibetan grammar.Supplement of readings with vocabulary,by John L. Mish.|54011389 /L|New York,F. Ungar Pub. Co.[1954]|Jäschke, H. A.(Heinrich August),1817-1883.||
tibetan.other.xml|000595197-6|Vicitrakusumāñjali :volume presented to Richard Othon Meisezahl on the occasion of his eightieth birthday /edited by Helmut Eimer= Festschrift für Richard Othon Meisezahl anlässlich seines achtzigsten Geburtstages / herausgegeben von Helmut Eimer.|87122963|Bonn :Indica et Tibetica,1986.||392377611X (pbk.)|
tibetan.other.xml|000618890-7|The history of Buddhism in India and Tibet /by Bu-ston ; translated from Tibetan by E. Obermiller.|86902757|Delhi, India :Sri Satguru Publications,1986.|Bu-ston Rin-chen-grub,1290-1364.|8170300266 :|
tibetan.other.xml|000620695-6|Handbook of traditional Tibetan drugs :their nomenclature, composition, use, and dosage /compiled by T.J. Tsarong.||Kalimpong :Tibetan Medical Publications,1986.|Tsarong, T. J.(Tsewang Jigme)||
tibetan.other.xml|000621317-0|The small golden key to the treasure of the various essential necessities of general and extraordinary Buddhist Dharma /by Thinley Norbu ; translated by Lisa Anderson.|84029724|New York, N.Y. :Jewel Publishing House,c1985.|Thinley Norbu.|0960700021 (pbk.)|
tibetan.other.xml|000639731-X|Chzhud-shi :pami͡atnik srednevekovoĭ tibetskoĭ kulʹtury /otvetstvennye redaktory S.M. Nikolaev, R.E. Pubaev ; [perevod s tibetskogo D.B. Dashiev].|89116542|Novosibirsk :"Nauka," Sibirskoe otd-nie,1988.||5020286761 :|
tibetan.other.xml|000641341-2|Master of wisdom :writings of the Buddhist Master Nāgārjuna /translations and studies by Chr. Lindtner.|86029111|[Berkeley, Calif.] :Dharma Pub.,c1986.|Nāgārjuna,active 2nd century.|0898001390 :|
tibetan.other.xml|000642407-4|"Der kostbare Rosenkranz für den höchsten Weg" :Ratschläge des Meisters Gampopa : im tibetischen Originaltext herausgegeben, ins Deutsche übersetzt und mit Anmerkungen versehen /von Michael A. Colsman.|87407507|Rikon :Tibet-Institut,1986.|Sgam-po-pa,1079-1153.|3720600149|
tibetan.other.xml|000644713-9|Synkretismus in den Religionen Zentralasiens :Ergebnisse eines Kolloquiums vom 24.5. bis 26.5.1983 in St. Augustin bei Bonn /herausgegeben von Walther Heissig und Hans-Joachim Klimkeit.|87152216|Wiesbaden :Harrassowitz,1987.||3447026200 (Deut. Bibl.)|
tibetan.other.xml|000653022-2|The fortunate aeon :how the thousand Buddhas become enlightened /translated into English by Dharma Publishing staff ; under the auspices of the Yeshe De project.|87000578|Berkeley, Calif. :Dharma Pub.,c1986.||0898001366 (v. 1)|
tibetan.other.xml|000655193-9|Nagarjuna's seventy stanzas :a Buddhist psychology of emptiness /David Ross Komito ; translation and commentary on the Seventy stanzas on emptiness by Geshe Sonam Rinchen, Tenzin Dorjee, and David Rose Komito.|87009654 //r88|Ithaca, N.Y. :Snow Lion Publications,1987.|Komito, David Ross,1946-|0937938394 (pbk.) :|
tibetan.other.xml|000687143-7|The Caṇḍamahāroṣaṇa Tantra, chapters I-VIII.A critical edition and English translation[by] Christopher S. George.|74182286|New Haven, Conn.,American Oriental Society,1974.|||
tibetan.other.xml|000691880-8|Three discourses of the Buddha /translated from Tibetan.||Dharamsala, Himachal Pradesh :Library of Tibetan works &amp; Archives,c1973.|||
tibetan.other.xml|000692738-6|Ñi maʹi ʹod zer :d. Biogr. d. 2. Pekinger Čan skya-Qutuqtu Rol paʼi rdo rǰe (1717 - 1876) = Naran-u gerel /[Ćʹu-bzań-Ńag-dbań-tʹub-bstan-dbań-pʹyug] ; hrsg. eingel. u. zusammengefasst von Hans-Rainer Kämpfe.|79338891|S[ank]t Augustin :VGH, Wissenschaftsverlag,1976.|Ṅag dbaǹ tʹub bstan dbaṅ pʹyug,active 18th century.||
tibetan.other.xml|000696357-9|Meaningful to behold :view, meditation and action in Mahayana Buddhism : an oral commentary to Shantideva's A guide to the Bodhisattva's way of life (Bodhisattvacharyavatara) /Geshe Kelsang Gyatso ; translated by Tenzin Norbu ; edited by Jonathan Landaw.||Ulverston, Cumbria, England :Wisdom Publications,1980.|Kelsang Gyatso,1931-|0861710037 :|
tibetan.other.xml|000698965-9|Tibetan Buddhist chant :musical notations and interpretations of a song book by the Bkah Brgyud Pa and Sa Skya Pa sects /Walter Kaufmann ; translations from the Tibetan by Thubten Jigme Norbu.|72085606 /MN/r85|Bloomington :Indiana University Press,1975.|Kaufmann, Walter,1907-|025336017X|
tibetan.other.xml|000701091-5|The Saṁvarodaya-tantra :selected chapters /by Shiníchi Tsuda.|75504542|Tokyo :Hokuseido Press,1974.|||
tibetan.other.xml|000703057-6|Chʻing dynasty inscriptions at Lhasa /by H. E. Richardson.|75317726|Roma :Istituto italiano per il Medio ed Estremo Oriente,1974.|Richardson, Hugh,1905-2000.||
tibetan.other.xml|000707269-4|The holy teaching of Vimalakīrti :a Mahāyāna scripture /translated by Robert A. F. Thurman.|75027196|University Park :Pennsylvania State University Press,c1976.||0271012090|
tibetan.other.xml|000707489-1|Textbook of colloquial Tibetan language /by Sherab Gyaltsen Amipa.||Rikon :Tibetan Institute,1974.|Amipa, Sherab Gyaltsen.||
tibetan.other.xml|000707797-1|The Buddhism of Tibet and The key to the middle way /Tenzin Gyatso, the Fourteenth Dalai Lama ; translated in the main by Jeffrey Hopkins and Lati Rimpoche.|77350546|London :Allen &amp; Unwin,1975.||0042940869 :|
tibetan.other.xml|000713678-1|Golden zephyr /translated from the Tibetan and annotated by Leslie Kawamura.|75005259|Emeryville, Calif. :Dharma Pub.,c1975.|Nāgārjuna,active 2nd century.|0913546224 :|
tibetan.other.xml|000714958-1|The precious garland and The song of the four mindfulnesses /Nāgārjuna and [Kaysang Gyatso], the Seventh Dalai Lama ; translated and edited by Jeffrey Hopkins and Lati Rimpoche, with Anne Klein ; foreword by Tenzin Gyatso, Fourteenth Dalai Lama.|76379491|London :G. Allen and Unwin,1975.|Nāgārjuna,active 2nd century.|0042940885 :|
tibetan.other.xml|000727551-X|Indices verborum Sanskrit-Tibetan and Tibetan-Sanskrit to the Nyāyabindu of Dharmakīrti and the Nyāyabinduṭīka of Dharmottara,compiled by E[ugen] Obermiller. From the ed. of the Sanscrit and Tibetan texts by Th. Stcherbatsky. With a preface by Th. Stcherbatsky.|72362516|Osnabrück,Biblio-Verl.,1970.|Obermiller, Eugéne,1901-1935.||
tibetan.other.xml|000739719-4|The life of the Buddha and the early history of his order :derived from Tibetan works in the Bhak-hgyur and Bstan-hgyur, followed by notices on the early history of Tibet and Khoten /translated by W. Woodville Rockhill.|78304577|San Francisco :Chinese Materials Center,1976.|Rockhill, William Woodville,1854-1914.||
tibetan.other.xml|000742121-4|Kindly bent to ease us :from the Trilogy of finding comfort and ease = Ngal-gso skor-gsum /Klong-chen rab-ʾbyams-pa ; translated from the Tibetan and annotated by Herbert V. Guenther.|75029959|Emeryville, Calif. :Dharma Publishing,c1975-c1976.|Kloṅ-chen-pa Dri-med-ʾod-zer,1308-1363.|0913546399 (v. 1)|
tibetan.other.xml|000744784-1|La Lumière du dharma /Tenzin Gyatso, XIVe dalaï-lama ; [traduit du tibétain par Jhampa Gyamtshog Rinpotché et Yvonne Laurence] ; préface de Yvonne Laurence.|79357792|Paris :Seghers,1973.|Bstan-ʾdzin-rgya-mtsho,Dalai Lama XIV,1935-||
tibetan.other.xml|000753851-0|The legend of the Great Stupa :and The life story of the Lotus Born Guru /translation and commentary by Keith Dowman ; illustrated by Glen Eddy.||Emeryville, Calif. :Dharma Publishing ; Tibetan Nyingma Meditation Center,c1973.|Padma Sambhava,approximately 717-approximately 762.||
tibetan.other.xml|000762937-0|Die aus dem Chinesischen übersetzten tibetischen Versionen des Suvarnaprabhāsasūtra :philolog. u. linguist. Beitr. zur klassifizierenden Charakterisierung übersetzter Texte /von Claus Oetke.|77559808|Wiesbaden :Steiner,1977.|Oetke, Claus.|3515026002 :|
tibetan.other.xml|000762967-2|Der Schmied und sein Handwerk im traditionellen Tibet /Hanna Rauber-Schweizer.|77554874|Rikon :Tibet-Institut,1976.|Rauber-Schweizer, Hanna.||
tibetan.other.xml|000771458-0|Lines of experience :the main aspects of the practice of the stages on the graded path to enlightenment /translation from the Tibetan Lam. rim. bsdus. don by rJe TZong. kha. pa ; prepared by Sherpa Tulku ... [et al.] in accordance with an oral explanation given by Geshe Ngawang Dhargyey.||Dharamsala, Himachal Pradesh :Library of Tibetan Works &amp; Archives,1973.|Tsoṅ-kha-pa Blo-bzaṅ-grags-pa,1357-1419.||
tibetan.other.xml|000772878-6|Tibet under Chinese Communist rule :a compilation of refugee statements, 1958-1975.|76903305 //r85|Dharamsala :Information &amp; Publicity Office of His Holiness the Dalai Lama,c1976.|||
tibetan.other.xml|000777921-6|Calm and clear /Mi-pham 'Jam-dbyangs rnam-gyal rgya-mtsho ; translated from the Tibetan with commentary by Tarthang Tulku ; foreword by Herbert V. Guenther.|73079058|Emeryville, Calif. :Dharma Pub.,c1973.|Mi-pham-rgya-mtsho,ʾJam-mgon ʾJu,1846-1912.|091354602X|
tibetan.other.xml|000780563-2|Neuzeitliches deutsch-tibetisches Lehrbuch /Tenzin Phuntsog Jottotshang.|77567807|Rikon-Zürich :Tibet-Institut,1976.|Jottotshang, Tenzin Phuntsog.||
tibetan.other.xml|000782514-5|Calming the mind and discerning the real :Buddhist meditation and the middle view, from the Lam rim chen mo of Tsoṅ-kha-pa /translated by Alex Wayman.|78004535 //r822|New York :Columbia University Press,1978.|Tsoṅ-kha-pa Blo-bzaṅ-grags-pa,1357-1419.|0231044046|
tibetan.other.xml|000788312-9|The opening of the dharma :a brief explanation of the essence of the Buddha's many vehicles /by hJam.dbyangs.mkhyen.brtse Rinpoche Chos.kyi.blo.gros ; translation prepared by the Translation Bureau of the Library of Tibetan Works and Archives, Ngawang Dhargey ... [et al.].|75907048 //r862|Dharamsala :Library of Tibetan Works and Archives at the Headquarters of H.H. the Dalai Lama,c1974.|ʾJam-dbyaṅs-chos-kyi-blo-gros,Mkhyen-brtse,1896-1959.||
tibetan.other.xml|000796431-5|Primordial experience :an introduction to rDzogs-chen meditation /Mañjuśrīmitra ; translated by Namkhai Norbu and Kennard Lipman in collaboration with Barrie Simmons.|86011842|Boston :Shambhala ;New York :distributed in the U.S. by Random House,1987, c1986.|Mañjuśrīmitra.|0877733724 (pbk.)|
tibetan.other.xml|000802141-4|The nine ways of bon :excerpts from gZi-brjid /edited and translated by David L. Snellgrove.|78013010|Boulder, Colo. :Prajñā Press,1980, c1967.||0877737398 :|
tibetan.other.xml|000808899-3|Modern literary Tibetan /by Melvyn C. Goldstein, with the help of Tsering Dorje Kashi.|77906222|New Delhi :[s.n.],1977.|Goldstein, Melvyn C.||
tibetan.other.xml|000811161-8|Les chants dans l'épopée tibétaine de Ge-sar d'après le livre de La course de cheval :version chantée de Blo-bzaṅ bstan-'jin /Mireille Helffer.|78365209|Genève ;Paris :Droz,1977.|||
tibetan.other.xml|000815597-6|The Hevajra tantra :a critical study /by D. L. Snellgrove.||London ;New York :Oxford University Press,1971.||0197135161|
tibetan.other.xml|000817982-4|Onomasticon Tibetanum :Namen und Namengebung der Tibeter /Peter Lindegger.|78394740|Rikon :Tibet-Institut ;Zürich :Vertrieb, Libresso,1976.|Lindegger, Peter.||
tibetan.other.xml|000823446-9|Collection of Tibetan mss. and xylographs of Alexander Csoma de Kőrös /József Terjék.|78385224|Budapest :Magyar Tudományos Akadémia Könyvtára,1976.||9637301178|
tibetan.other.xml|000824391-3|Erlasse und Sendschreiben mongolischer Herrscher für tibetische Geistliche :e. Beitr. zur Kenntnis d. Urkunden d. tibet. Mittelalters u. ihrer Diplomatik /von Dieter Schuh.|78380180|St. Augustin :VGH-Wissenschaftsverlag,1977.|Schuh, Dieter.|388280002X|
tibetan.other.xml|000825264-5|Kleine Phraseologie der tibetischen Umgangssprache :deutsch-tibetisch mit Glossarien /Champa T. Jongchay [in Zusarb. mit Peter Lindegger-Stauffer].|79338401|Rikon :Tibet-Institut,[1972]|Jongchay, Champa T.||
tibetan.other.xml|000826167-9|Bodhipathapradīpa :e. Lehrgedicht d. Atīśa (Dīpaṃkaraśrījñāna) /in d. tibet. Überlieferung hrsg. von Helmut Eimer. Im Anh. Wortlaut d. Byaṅ chub lam gyi sgron ma'i ʼgrel pa gžuṅ don gsal ba'i ñi ma / d. Brag dkar sprul sku Blo bzaṅ dpal ldan bstan ʼdzin sñan grags.|79341851|Wiesbaden :Harrassowitz,1978.|Eimer, Helmut.|3447019557|
tibetan.other.xml|000826472-4|Drinking the mountain stream :further stories and songs of Milarepa, yogin, poet, and teacher of Tibet : eighteen selections from the rare collection Stories and songs from the oral tradition of Jetsun Milarepa /translated by Lama Kunga Rimpoche and Brian Cutillo.|78061174|New York :Lotsawa,c1978.|Mi-la-ras-pa,1040-1123.|0932156002 :|
